Siderophore ID	Siderophore name	Siderophore other name	Canonical SMILES	Biosynthetic Type	Kingdom	Theoretical denticity	Count	monomers Number	coverage	Molecular Weight	Ligand Type	Precursor	Siderophore Large Class	Phylum	Hydroxamate	Catecholate	Phenolate	Carboxylate	Carboxylate in Citrate	Alpha-Hydroxycarboxylate	Hydroxyphenyloxazoline	Hydroxyphenylthiazoline	Alpha-Aminocarboxylate	Alpha-Hydroxyimidazole	Alpha-Hydroxycarboxylate in Citrate	Diazeniumdiolate	2-Nitrosophenol	Siderophore Class	Siderophore Small Class	Predicted logS	Predicted diffusion coefficient
SID00354	Acyl-desferrioxamine 4	Aacyl-ferrioxamine 4	CCC(C)CCCCCCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN	NIS	Bacteria	6	1	6	1	686.924724	Hydroxamate	Lys derivatives	3	Actinobacteria	3	0	0	0	0	0	0	0	0	0	0	0	0	3.10.21	3.10	-4.1	3.86193550358857
SID00355	Acyl-desferrioxamine 3	Acyl-ferrioxamine 3	CCC(C)CCCCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN	NIS	Bacteria	6	1	6	1	658.87148	Hydroxamate	Lys derivatives	3	Actinobacteria	3	0	0	0	0	0	0	0	0	0	0	0	0	3.10.22	3.10	-3.684	3.9281318852051
SID00356	Acyl-desferrioxamine 5	Acyl-ferrioxamine 5	CCC(C)CCCCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(C)=O	NIS	Bacteria	6	1	6	1	700.908247	Hydroxamate	Lys derivatives	3	Actinobacteria	3	0	0	0	0	0	0	0	0	0	0	0	0	3.10.23	3.10	-4.077	3.83040649104553
SID00357	Tenacibactin A	None	COC(=O)CCC(=O)NCCCCCN(O)C(=O)CC(C)C	NIS	Bacteria	2	1	3	1	316.393879	Hydroxamate	Lys derivatives	3	Bacteroidetes	1	0	0	0	0	0	0	0	0	0	0	0	0	3.10.24	3.10	-2.155	5.34034396429024
SID00358	Methyl Danoxamin	None	COC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCO	NIS	Bacteria	6	1	6	1	619.706059	Hydroxamate	Lys derivatives	3	Actinobacteria	3	0	0	0	0	0	0	0	0	0	0	0	0	3.10.25	3.10	-2.355	4.02783099887589
SID00359	Danoxamin	None	O=C(O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCO	NIS	Bacteria	6	1	6	1	605.679437	Hydroxamate	Lys derivatives	3	Actinobacteria	3	0	0	0	0	0	0	0	0	0	0	0	0	3.10.26	3.10	-2.13	4.0658294004596
SID00360	Tenacibactin C	None	CC(C)CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)O	NIS	Bacteria	4	1	5	1	502.602594	Hydroxamate	Lys derivatives	3	Bacteroidetes	2	0	0	0	0	0	0	0	0	0	0	0	0	3.10.27	3.10	-2.668	4.39151186150101
SID00361	Tenacibactin B	None	CC(C)CC(=O)N(O)CCCCCNC(=O)CCC(=O)O	NIS	Bacteria	3	1	3	1	302.367257	Carboxylate/__Hydroxamate	Lys derivatives	3	Bacteroidetes	1	0	0	1	0	0	0	0	0	0	0	0	0	3.10.28	3.10	-1.799	5.44565239920953
SID00362	Acyl-desferrioxamine 1	Acyl-ferrioxamine 1; Legonoxamine A	NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)Cc1ccccc1	NIS	Bacteria	6	2	6	1	636.78133	Hydroxamate	Lys derivatives	3	Actinobacteria	3	0	0	0	0	0	0	0	0	0	0	0	0	3.10.29	3.10	-3.059	3.98325277047456
SID00363	Legonoxamine B	None	O=C(O)CCC(=O)NCCCCCN(O)C(=O)Cc1ccccc1	NIS	Bacteria	3	1	3	1	336.383595	Carboxylate/__Hydroxamate	Lys derivatives	3	Actinobacteria	1	0	0	1	0	0	0	0	0	0	0	0	0	3.10.30	3.10	-2.313	5.20184318169548
SID00364	Terragine D	None	CC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)Cc1ccccc1	NIS	Bacteria	4	1	4	1	478.58276	Hydroxamate	Lys derivatives	3	Actinobacteria	2	0	0	0	0	0	0	0	0	0	0	0	0	3.10.31	3.10	-3.014	4.48198408386095
SID00365	Acyl-desferrioxamine 2	Acyl-ferrioxamine 2	CC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)Cc1ccccc1	NIS	Bacteria	6	1	6	1	678.818097	Hydroxamate	Lys derivatives	3	Actinobacteria	3	0	0	0	0	0	0	0	0	0	0	0	0	3.10.32	3.10	-3.503	3.8806498422769
SID00366	Terragine C	None	CC(=O)NCCCCCN(O)C(=O)Cc1ccccc1	NIS	Bacteria	2	1	2	1	278.347423	Hydroxamate	Lys derivatives	3	Actinobacteria	1	0	0	0	0	0	0	0	0	0	0	0	0	3.10.33	3.10	-2.261	5.64424515061012
SID00367	Terragine A	None	O=C(CCC(=O)N(O)CCCCCN1C(=O)CCC1=O)NCCCCCN(O)C(=O)Cc1ccccc1	NIS	Bacteria	4	1	4	1	518.603645	Hydroxamate	Lys derivatives	3	Actinobacteria	2	0	0	0	0	0	0	0	0	0	0	0	0	3.10.34	3.10	-3.593	4.33473033312109
SID00368	Terragine B	None	O=C(Cc1ccccc1)N(O)CCCCCN1C(=O)CCC1=O	NIS	Bacteria	2	1	2	1	318.368308	Hydroxamate	Lys derivatives	3	Actinobacteria	1	0	0	0	0	0	0	0	0	0	0	0	0	3.10.35	3.10	-2.875	5.32608404298308
SID00369	Schizokinen A	None	CC(=O)N(O)CCCNC(=O)CC1(O)CC(=O)N(CCCN(O)C(C)=O)C1=O	NIS	Bacteria	4	1	3	1	402.400358	Hydroxamate	Dab derivatives	3	Proteobacteria	2	0	0	0	0	0	0	0	0	0	0	0	0	3.11.1	3.11	-1.321	4.82029806723303
SID00370	Ferrimycin A	None	COC12N=C(N)C(C)(O1)C(O)(CO)C(N)C2Nc1cc(O)cc(C(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(C)=O)c1	NIS	Bacteria	6	1	7	0.753846153846154	925.039028	Hydroxamate	Lys derivatives	3	Actinobacteria	3	0	0	0	0	0	0	0	0	0	0	0	0	3.12.1	3.12	-2.974	3.42522792329541
SID00371	Danomycin A	None	COC1C(N)OC(CO)C(OC2OC(CO)C(O)C(OC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCO)C2O)C1O	NIS	Bacteria	6	1	8	0.8	943.003048	Hydroxamate	Lys derivatives	3	Actinobacteria	3	0	0	0	0	0	0	0	0	0	0	0	0	3.13.1	3.13	-1.838	3.39902593885988
SID00372	Danomycin B	None	COC1C(N)OC(CO)C(OC2OC(CO)C(O)C(OC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCO)C2OC(N)=O)C1O	NIS	Bacteria	6	1	8	0.602941176470588	986.027837	Hydroxamate	Lys derivatives	3	Actinobacteria	3	0	0	0	0	0	0	0	0	0	0	0	0	3.13.2	3.13	-1.968	3.33913028382485
SID00373	Salmycin A	None	CNC(CO)C(O)C(O)C(O)C(C=O)OC1OC(COC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCO)C(O)C(O)C1=NO	NIS	Bacteria	6	1	8	0.608695652173913	1000.054459	Hydroxamate	Lys derivatives	3	Actinobacteria	3	0	0	0	0	0	0	0	0	0	0	0	0	3.14.1	3.14	-1.688	3.32042105474651
SID00374	Deferrihydroxyneocoprogen I	None	CC(=O)N(O)CCCC(N=C(C)O)C(=O)OCCC(C)=CC(=O)N(O)CCCC1N=C(O)C(CCCN(O)C(=O)C=C(C)C(O)CO)N=C1O	NRPS	Fungi	6	1	5	0.82	714.762473	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.10.1	2.10	-2.974	3.80006872003378
SID00375	Deferrihydroxycoprogen	None	CC(=CC(=O)N(O)CCCC1N=C(O)C(CCCN(O)C(=O)C=C(C)CCOC(=O)C(CCCN(O)C(=O)C=C(C)C(O)CO)N=C(C)O)N=C1O)CCO	NRPS	Fungi	6	1	6	0.836363636363636	784.852484	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.10.2	2.10	-3.18	3.65886656722412
SID00376	Fusarinine A	None	CC(=CC(=O)N(O)CCCC(N)C(=O)OCCC(C)=CC(=O)N(O)CCCC(N)C(=O)O)CCO	NRPS	Fungi	4	1	4	1	502.559495	Hydroxamate	Orn derivatives	2	Ascomycota	2	0	0	0	0	0	0	0	0	0	0	0	0	2.11.1	2.11	-1.879	4.39166841826286
SID00377	Fusarinine B	None	CC(=CC(=O)N(O)CCCC(N)C(=O)OCCC(C)=CC(=O)N(O)CCCC(N)C(=O)OCCC(C)=CC(=O)N(O)CCCC(N)C(=O)O)CCO	NRPS	Fungi	6	1	6	1	744.831599	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.11.2	2.11	-2.609	3.73710388915183
SID00378	Linear fusigen	None	CC(=CC(=O)N(O)CCCC(N)C(=O)OCCC(C)=CC(=O)N(O)CCCC(N)C(=O)OCCC(C)=CC(=O)N(O)CCCC(N)C(=O)O)CCO	NRPS	Fungi	6	2	6	1	744.831599	Hydroxamate	Orn derivatives	2	Basidiomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.11.3	2.11	-2.609	3.73710388915183
SID00379	Trans-fusarinine	None	CC(=CC(=O)N(O)CCCC(N)C(=O)O)CCO	NRPS	Fungi	4	1	2	1	260.287391	Alpha-Aminocarboxylate/__Hydroxamate	Orn derivatives	2	Ascomycota	1	0	0	0	0	0	0	0	1	0	0	0	0	2.11.4	2.11	-0.665	5.81147024989989
SID00380	Cis-fusarinine	Fusarinine (monomer)	CC(=CC(=O)N(O)CCCC(N)C(=O)O)CCO	NRPS	Fungi	4	2	2	1	260.287391	Alpha-Aminocarboxylate/__Hydroxamate	Orn derivatives	2	Ascomycota/Basidiomycota	1	0	0	0	0	0	0	0	1	0	0	0	0	2.11.5	2.11	-0.665	5.81147024989989
SID00381	Palmitoylcoprogen	None	CCCCCCCCCCCCCCCC(=O)NC(CCCN(O)C(=O)C=C(C)CCO)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O	NRPS	Fungi	6	4	7	1	965.225787	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.1	2.12	-5.245	3.36760287764994
SID00382	Isotriornicin	Neocoprogen I	CC(=O)NC(CCCN(O)C(=O)C=C(C)CCO)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(C)=O)NC1=O	NRPS	Fungi	6	1	5	1	698.763068	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.2	2.12	-2.937	3.83518290856786
SID00383	Triornicin	Isoneocoprogen I	CC(=O)NC(CCCN(O)C(C)=O)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O	NRPS	Fungi	6	1	5	1	698.763068	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.3	2.12	-2.937	3.83518290856786
SID00384	Neocoprogen II	None	CC(=O)NC(CCCN(O)C(C)=O)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(C)=O)NC1=O	NRPS	Fungi	6	1	4	1	628.673057	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.4	2.12	-2.753	4.00419811451611
SID00385	Hydroxyneocoprogen I	None	CC(=O)NC(CCCN(O)C(=O)C=C(C)C(O)CO)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(C)=O)NC1=O	NRPS	Fungi	6	1	5	0.82	714.762473	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.5	2.12	-2.515	3.80006872003378
SID00386	Hydroxyisoneocoprogen I	None	CC(=O)NC(CCCN(O)C(C)=O)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)C(O)CO)NC1=O	NRPS	Fungi	6	1	5	0.82	714.762473	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.6	2.12	-2.515	3.80006872003378
SID00387	Hydroxycopropen	None	CC(=O)NC(CCCN(O)C(=O)C=C(C)C(O)CO)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O	NRPS	Fungi	6	1	6	0.836363636363636	784.852484	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.7	2.12	-2.698	3.65886656722412
SID00388	2-N-methylcoprogen B	Nα-methyl coprogen B	CNC(CCCN(O)C(=O)C=C(C)CCO)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O	NRPS	Fungi	6	5	6	1	740.842934	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.8	2.12	-2.824	3.74523953566041
SID00389	Mycosphazine A	None	CC(=O)NC(CCCN(O)C(=O)C=C(C)CCO)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O	NRPS	Fungi	6	1	6	1	768.853079	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.9	2.12	-3.11	3.68942611941412
SID00390	Coprogen	None	CC(=O)NC(CCCN(O)C(=O)C=C(C)CCO)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O	NRPS	Fungi	6	13	6	1	768.853079	Hydroxamate	Orn derivatives	2	Ascomycota/Basidiomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.10	2.12	-3.11	3.68942611941412
SID00391	Talarazine D	None	CC(=O)NC(CCCN(O)C(=O)C=C(C)CCO)C(=O)OCCC(C)=CC(=O)NCCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O	NRPS	Fungi	4	1	6	1	752.853674	Hydroxamate	Orn derivatives	2	Ascomycota	2	0	0	0	0	0	0	0	0	0	0	0	0	2.12.11	2.12	-3.07	3.72093349858767
SID00392	Talarazine E	None	CC(=O)NC(CCCN(O)C(=O)C=C(C)CCO)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCNC(=O)C=C(C)CCO)NC1=O	NRPS	Fungi	4	1	6	1	752.853674	Hydroxamate	Orn derivatives	2	Ascomycota	2	0	0	0	0	0	0	0	0	0	0	0	0	2.12.12	2.12	-3.07	3.72093349858767
SID00393	Talarazine C	None	CC(=O)NC(CCCN(O)C(=O)C=C(C)CCO)C(=O)OCCC(C)=CC(=O)NCCCC1NC(=O)C(CCCNC(=O)C=C(C)CCO)NC1=O	NRPS	Fungi	2	1	6	1	736.854269	Hydroxamate	Orn derivatives	2	Ascomycota	1	0	0	0	0	0	0	0	0	0	0	0	0	2.12.13	2.12	-3.071	3.75343978863026
SID00394	Metachelin A	None	CC(=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCOC2OC(CO)C(O)C(O)C2O)NC1=O)CCOC(=O)C(CCCN(O)C(=O)C=C(C)CCOC1OC(CO)C(O)C(O)C1O)[N+](C)(C)[O-]	NRPS	Fungi	6	1	8	0.842105263157895	1095.150711	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.14	2.12	-0.921	3.20294223840054
SID00395	Metachelin B	None	CC(=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCOC2OC(CO)C(O)C(O)C2O)NC1=O)CCOC(=O)C(CCCN(O)C(=O)C=C(C)CCOC1OC(CO)C(O)C(O)C1O)N(C)C	NRPS	Fungi	6	1	8	0.853333333333333	1079.151306	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.15	2.12	-2.285	3.22164749288995
SID00396	Coprogen B	Desacetylcoprogen	CC(=CC(=O)N(O)CCCC(N)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O)CCO	NRPS	Fungi	6	7	6	1	726.816312	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.16	2.12	-2.832	3.77436848246641
SID00397	Nα-oxide-Nα-Dimethylcoprogen B	None	CC(=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCOC(=O)C(CCCN(O)C(=O)C=C(C)CCO)[N+](C)(C)[O-])NC1=O)CCO	NRPS	Fungi	6	1	6	0.777777777777778	770.868961	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.17	2.12	-0.992	3.68552452447509
SID00398	Dimethylcoprogen	None	CC(=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCOC(=O)C(CCCN(O)C(=O)C=C(C)CCO)N(C)C)NC1=O)CCO	NRPS	Fungi	6	2	6	0.792452830188679	754.869556	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.18	2.12	-2.821	3.71690974503472
SID00399	2-N-methylcoprogen	Nα-methyl coprogen	CC(=O)N(C)C(CCCN(O)C(=O)C=C(C)CCO)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O	NRPS	Fungi	6	1	6	1	782.879701	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.19	2.12	-3.138	3.66258507553804
SID00400	Dimethyltriornicin	N,N-dimethylneocoprogen I	CC(=O)N(O)CCCC(C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O)N(C)C	NRPS	Fungi	6	1	5	1	684.779545	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.20	2.12	-2.61	3.86685594450791
SID00401	Dimethylneocoprogen I	Nα-dimethyl isoneocoprogen I	CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCOC(=O)C(CCCN(O)C(=O)C=C(C)CCO)N(C)C)NC1=O	NRPS	Fungi	6	1	5	0.770833333333333	684.779545	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.21	2.12	-2.61	3.86685594450791
SID00402	NBRI16716B	None	CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O	NRPS	Fungi	4	1	3	1	414.454197	Hydroxamate	Orn derivatives	2	Ascomycota	2	0	0	0	0	0	0	0	0	0	0	0	0	2.12.22	2.12	-1.718	4.76064975975774
SID00403	Mycosphazine B	None	CC(=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O)CCO	NRPS	Fungi	4	1	4	1	484.544208	Hydroxamate	Orn derivatives	2	Ascomycota	2	0	0	0	0	0	0	0	0	0	0	0	0	2.12.23	2.12	-2.001	4.45890922493863
SID00404	Dimerumic acid	None	CC(=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O)CCO	NRPS	Fungi	4	4	4	1	484.544208	Hydroxamate	Orn derivatives	2	Ascomycota	2	0	0	0	0	0	0	0	0	0	0	0	0	2.12.24	2.12	-2.001	4.45890922493863
SID00405	Talarazine A	None	CC(=CC(=O)NCCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O)CCO	NRPS	Fungi	2	1	4	1	468.544803	Hydroxamate	Orn derivatives	2	Ascomycota	1	0	0	0	0	0	0	0	0	0	0	0	0	2.12.25	2.12	-1.992	4.52181991734063
SID00406	NBRI16716C	None	CC(=O)N(O)CCCC1C(=O)NC(CCCNC(=O)C=C(C)CCO)C(=O)N1O	NRPS	Fungi	4	1	3	0.551724137931034	414.454197	Hydroxamate	Orn derivatives	2	Ascomycota	2	0	0	0	0	0	0	0	0	0	0	0	0	2.12.26	2.12	-1.684	4.76064975975774
SID00407	NBRI16716A	None	CC(=O)N(O)CCCC1C(=O)NC(CCCN(O)C(=O)C=C(C)CCO)C(=O)N1O	NRPS	Fungi	6	2	3	0.566666666666667	430.453602	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.12.27	2.12	-1.718	4.68536372524814
SID00408	Epichloenin A	Epichloënin A	CC(=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC1=O)CCO	NRPS	Fungi	6	1	11	1	1083.1514	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.13.1	2.13	-2.838	3.21693325437236
SID00409	Epichloenin B	Epichloënin B	CC(=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC1=O)CCO	NRPS	Fungi	6	1	10	1	1026.099989	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.13.2	2.13	-2.815	3.28667482215613
SID00410	Asperchrome B1	None	CC(=O)N(O)CCCC1NC(=O)CNC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O	NRPS	Fungi	6	1	8	1	887.932588	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.13.3	2.13	-2.196	3.48177962698608
SID00411	Asperchrome D2	None	CC(=O)N(O)CCCC1NC(=O)CNC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCN(O)C(C)=O)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O	NRPS	Fungi	6	1	7	1	817.842577	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.13.4	2.13	-2.061	3.59864695413299
SID00412	Asperchrome D3	None	CC(=O)N(O)CCCC1NC(=O)CNC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)C(CCCN(O)C(C)=O)NC1=O	NRPS	Fungi	6	1	7	1	817.842577	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.13.5	2.13	-2.061	3.59864695413299
SID00413	Asperchrome B3	None	CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)CNC(=O)C(CO)NC(=O)C(CO)NC1=O	NRPS	Fungi	6	1	8	1	887.932588	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.13.6	2.13	-2.196	3.48177962698608
SID00414	Asperchrome B2	None	CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)CNC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O	NRPS	Fungi	6	1	8	1	887.932588	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.13.7	2.13	-2.196	3.48177962698608
SID00415	Asperchrome D1	None	CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)CNC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCN(O)C(C)=O)NC1=O	NRPS	Fungi	6	1	7	1	817.842577	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.13.8	2.13	-2.061	3.59864695413299
SID00416	Asperchrome E	None	CC(=CC(=O)N(O)CCCC1NC(=O)CNC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O)CCO	NRPS	Fungi	6	1	9	1	958.022599	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.13.9	2.13	-2.33	3.37767164444634
SID00417	Ferrirubin	Ferrirhodin	CC(=CC(=O)N(O)CCCC1NC(=O)CNC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O)CCO	NRPS	Fungi	6	3	9	1	958.022599	Hydroxamate	Orn derivatives	2	Ascomycota/Basidiomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.13.10	2.13	-2.33	3.37767164444634
SID00418	Asperchrome A	None	CC(=CC(=O)N(O)CCCC1NC(=O)CNC(=O)C(C)NC(=O)C(CO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O)CCO	NRPS	Fungi	6	1	9	1	942.023194	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.13.11	2.13	-2.598	3.40043629906392
SID00419	Asperchrome C	None	CC(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)CNC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O	NRPS	Fungi	6	1	9	0.842857142857143	1000.059366	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.13.12	2.13	-2.777	3.32041457661233
SID00420	Asperchrome F2	None	CC(=CC(=O)N(O)CCCC1NC(=O)CNC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)C(CCCN(O)C(=O)CC(C)(O)CCO)NC1=O)CCO	NRPS	Fungi	6	1	9	1	976.037886	Hydroxamate	Orn derivatives	2	Ascomycota	3	0	0	0	0	0	0	0	0	0	0	0	0	2.13.13	2.13	-2.055	3.35269348189756
